"","DMD_1_H","DMD_2_H","DMD_3_H","DMD_4_H","DMD_5_H","DMD_6_H","DMD_7_H","DMD_8_H","DMD_9_H","DMD_10_H","DMD_11_H","DMD_12_H","NOR_1_H","NOR_2_H","NOR_3_H","NOR_4_H","NOR_5_H","NOR_6_H","NOR_7_H","NOR_8_H","NOR_9_H","NOR_10_H","NOR_11_H","NOR_12_H"
"ENSG00000122786",1263.9,1382.3,1747.7,1699.05,2876.5,2434.65,1305.3,2586.2,1614.8,2509.45,1983.95,1152.25,1112.8,1676.5,1038,1214.7,1192.95,580.15,1737.65,508.25,1153.05,996.25,857.35,58.35
"ENSG00000102317",32202,26546.1,42490.6,36065.5,32948.9,29898.5,40175.1,23574.1,26974.9,33933.9,32980.5,50873.8,24818.9,29152.2,42555.4,19432.1,15944.4,15955.3,24976.2,12492.7,22307,30883.5,23947.5,856.8
"ENSG00000123240",2169.2,5853.8,9866.7,6948.6,6072.4,6043,2481.2,5428.4,5908.5,5149.3,7300.4,8330.4,9971,12772.9,11267.3,6881,17741.6,9988.8,9845.9,9710.1,8452.3,9459,10209.9,626.4
"ENSG00000142089",98071.15,28719.05,24383.7,16374.5,12700.95,35339.35,40912.8,23110.3,31593.7,28932.45,32508.45,24555.65,24597.15,45324.95,19163.45,21519.75,32109.75,26288.55,62506.2,68362.3,38587.9,13640.85,18331.1,551
"ENSG00000100138",1630.8,1938.3,1982,2307.5,1687,2085.6,1664.6,1730.9,2775.7,1944.4,2003.9,3006.5,2535.3,2063.1,3292.9,1899.6,2254.4,2768.1,2242.4,2083.3,2360.4,2806,2467.7,67.7
"ENSG00000068305",1851.6,2142.8,2913.1,2778.5,3952.6,3278.1,2729.7,4009.5,2785.9,4336,2368.2,3089.5,2779.3,4477.4,3608.2,2832.1,2945.1,2079.2,3610.2,1583.3,2765.4,4990.4,3471.9,131.8
"ENSG00000101470",122395.7,127353.3,117848.6,150442.3,112340.9,103718.6,230094.6,142452.5,68045.9,76020.3,148600.1,170768.1,158168.2,110288.1,238127.3,89081.3,90326.4,147929.6,138947.9,227990.5,128179.8,176947.3,221461.5,4757.8
"ENSG00000143870",1751.3,1515.4,2120,2408.9,3021.3,1631.7,1281.1,2674.6,1362.9,2515.1,2118.7,2055.7,1529.7,992,1970,1153.4,1506.4,1427.8,1761.7,684.8,1629.5,1421.8,1659.8,57.4
"ENSG00000165678",1731.4,2679.7,2697.8,2770.4,3158.1,1778.8,2561.7,2103.5,3061.3,3023.5,1918.7,2224.6,2427.3,2921.6,2098.6,2519.3,2403.1,2095.6,1897.7,1388.8,2727.5,3004.8,2403.3,83.7
"ENSG00000130402",7912.6,6040.5,5024.9,5808.4,4880.7,4921,6885.3,4395.5,8229,5250.9,5277.7,6960.2,6323,7491.3,4944.3,5321,5233.8,5242.4,5781.6,8669.9,6485.2,4009.8,4826.6,204.1
"ENSG00000138095",1287.5,1447.9,2104.5,2065.4,3117.2,1533.2,1901.9,2009.2,1314.9,1899.5,2109.5,1703.4,2749.8,2841.6,2524.4,2944.8,1604.3,2730,3504.7,2327.6,2837.8,2775.3,2172.2,53.4
"ENSG00000082438",274.6,40.7,211.4,231.8,320.7,329.1,35.9,236.2,348.4,576.8,328.1,547.7,454.8,554.1,421.9,258.4,247.5,54.2,402.3,225.9,242.9,202,103.9,8.5
"ENSG00000198522",764.8,830.7,885.7,825.8,891.3,1152.2,530.5,932.5,880.2,779.9,859.5,1011.8,667,847.5,857.9,767.6,905.6,773.3,781.3,545.4,751.1,878.6,1055.4,25
"ENSG00000198792",4363,3833.1,4377.3,4562.9,4503.9,4176,3903.2,4037.1,4537.2,5235.6,3486.4,4475.4,4522.5,3954.2,3628.4,3790.8,5776.7,4087.1,3432.4,3901.7,4851.9,3959.3,3032.7,123.9
"ENSG00000112695",30889.1,30855.6,30379.9,25180.3,17516.3,27652.8,21866.8,17121.6,16770.7,19052.5,24843.8,20500.6,20883.4,18453.4,26579.3,25858.4,13114.2,36877.9,22322.3,18730.1,32999,26911.3,31215.6,1248.7
"ENSG00000151923",404.6,284.7,146.2,377.2,411.1,308.6,317.8,213.5,248.5,282.9,392.5,143.2,208.4,300.6,206.7,373.3,212.8,241.4,342,522.3,279.3,229.5,402.8,8.5
"ENSG00000130208",5531.2,1761.3,2346.3,2455.9,2249.1,3434.4,1816.3,2572.1,1688.3,1507.9,2826.2,3182.5,65.6,764.7,602.4,583.3,304.3,396.2,404.2,262.2,369.5,503.2,710.6,51.3
"ENSG00000136942",32439.2,33320.7,26248.3,25027.2,19581.5,34074.9,27945.5,28839.7,22524.1,20650.9,29858.7,39062.3,21083.3,23508,41088.9,24549.9,24583.7,40728.7,29963.9,30756.8,28132.4,37731.8,36949.9,1269.3
"ENSG00000175265",3684,3101.7,3657.4,4849.3,6847.5,5192.8,1380.8,3420.5,1182.3,3220.3,4040.3,2162.9,1312.2,1167.1,1287.3,1473.7,1325.3,925.6,813.6,1189.2,1947.3,783.1,1355.6,26.8
"ENSG00000196296",55273.5,58570.5,52885.1,35771.9,49280.7,54767.4,85863.6,51298.5,10196.9,20653.1,94891.5,71401.9,110164.1,59198.8,124343,76615.6,78146.2,109114.5,86723.6,148296,105648.6,112093.5,130414.9,2631.1
"ENSG00000189221",407.7,2325.3,438.7,325.7,217.9,217.2,184.3,259.2,505.9,631.6,281.5,2160.5,5253.1,293.8,399.3,2762.7,1016.2,5454.2,499.6,455.9,439.4,6888.7,412.3,19
"ENSG00000131165",4491.9,3958.3,3608.7,3564.4,3140.5,3209.1,3621.3,3961.8,4901.1,5093.7,3567.8,3255.4,3460.2,3292.9,2965.7,3214.2,4201.7,3830,3385.6,3340.4,3708.7,3171.5,3299.6,128
"ENSG00000116237",2526.3,3116.7,3670.7,7428.5,5174.6,4981.7,1928.3,6412.5,3085.4,2257.2,3475.7,4158.9,1951.9,1866.9,1577.9,1426.5,2192.9,2690.3,1954.5,2160.3,1820.9,2304.5,1243.8,84.8
"ENSG00000177556",3070.1,2141.4,2154.5,2138.3,2063.8,2007.5,2338.7,2453.7,2108.8,2259.3,1597.8,2263.5,1607.2,1739,1871.3,1595.8,1863.6,2671.9,1814.2,2079.6,2247.1,1824.8,1990.8,78.9
"ENSG00000105281",1375.4,1485.4,1501.2,838.1,1041,1133.7,1378.9,1293.5,1497.1,1520.3,1206,749.9,868.8,761.5,1214.9,1208,1391.8,714.3,1431.8,921.7,1343,736.4,401.9,16.2
"ENSG00000143333",727.9,991,551.8,749.8,670,1338.7,1229.3,600,1741.8,1382.5,662,515.7,839.1,800,251.1,533.3,287.6,318.9,689,361.4,478.6,497.6,436.8,34.9
"ENSG00000131626",559.1,784.7,481.1,468.75,548.4,666.75,864.15,631.4,545.35,577.2,602.15,422.5,826.6,629.75,601.45,778.3,657.95,535.95,609.55,702.6,596.3,718.6,854.5,12.35
"ENSG00000132424",1010.3,1438.6,1314.4,1819.1,2010.6,1493.3,1385.5,1525.1,1124.5,1914.7,1545.8,1151.4,1432.2,2192.6,1195.3,2018.9,1380.9,1580.8,2256.2,989.7,1886.8,3167.3,1841.8,24
"ENSG00000110321",25515.7,32287.6,28406.5,41644.2,37152.9,27986,33757.1,30615.9,28322,30925.7,37703.8,32846.1,33482.6,30353.6,41853,35717.5,28636.8,29737.4,34120.4,34725.2,37747.8,37012.1,50012.8,1179.2
"ENSG00000196428",222.5,295.95,375.9,221.95,280.5,295.3,334.45,308.2,345.4,391.55,334.1,317.35,236.15,463.4,148.3,268.25,290.15,336.25,379.55,131.3,292.9,523.85,381.15,6.1
"ENSG00000112294",1418.7,2567.4,2857.6,3969.5,4207.8,3114.6,2321.9,2153.2,2644.2,4163.7,3372.4,3041.1,6212.1,2392.3,3552.9,4159.4,1150,3489,2602.4,2325.6,4562.5,4403.5,5398.5,174.7
"ENSG00000103544",251.9,166.6,184,330.5,253.8,242.9,139.6,374.4,359.6,319.2,256.8,96.8,188.8,249.9,92.8,214.5,234.6,179.3,212.3,201.5,216.1,284.2,108.8,5.8
"ENSG00000006071",1831.8,1607.5,1888.5,1953.2,720.8,1256.8,1913.6,1438.9,1883.7,1133.7,986.6,1615,1990.4,1323.8,1541.7,1308.3,1407.5,1610.6,1521.9,1478.7,1719.2,1314.9,1771.2,34.6
"ENSG00000139053",53.4,120.4,158.9,99.5,30.6,40.3,197.5,94.3,210.5,136.8,146.5,269.6,152,80.1,59.4,23.6,141.3,162,30.6,38.5,30,144.3,52.3,6.3
"ENSG00000158092",1395.1,1022.85,1071.6,695.45,810.95,956.05,1441.3,1132.4,687.25,1471.2,983.9,831.6,1288.7,1666.8,1138,1447.9,1873.45,1395.35,1266.1,1219.15,1462.15,1435.85,1320.6,33.2
"ENSG00000154822",1442.5,1156.2,2961.8,3283,3130.1,2292.7,2667.4,2353.9,1726.8,2532.5,2469.2,3222.7,2908.2,3011.9,3681.8,2620.8,1314.7,3361.2,2706.3,2980.7,2566.2,2867.7,2677.4,119.8
"ENSG00000185250",118.2,161.5,138.6,83.3,86.5,130.3,128.3,121.6,127.3,100,74.7,186.4,222.9,166.8,183.5,120.7,118.2,163.3,97,100.3,142.4,226.7,174.6,4.8
"ENSG00000135587",967,616.5,801.9,349.8,255.7,789.6,2225.9,208.9,1249.9,285.5,221.1,265.2,589.4,704.1,1417.8,459.1,981.5,1242.7,859.6,1463.4,1157.7,835.4,817.7,19.7
"ENSG00000118564",186.8,389.7,439.1,354.5,477.4,219.8,293.8,363.9,487.2,649,462.2,511.1,299.7,249.8,376.7,260.2,404.3,186.6,308.4,73.8,286.2,562.1,642.2,16.6
"ENSG00000173715",130.4,90.2,46.1,116.2,60.4,83.5,82.3,112.9,238.9,91.1,141.6,140.5,84.7,40.3,56.7,79.1,113.2,160.8,92.3,73.3,65.4,46.2,506.5,3.8
"ENSG00000148411",422.4,486.7,425.3,540.8,782.4,839,440.2,840.7,570.5,997.7,383.2,568.1,787.4,861.7,508.4,638.4,1637.7,609.5,699.3,850.2,439.4,1397.1,1508.9,37.3
"ENSG00000135164",567,608.6,755.9,921.3,1136.4,849.6,687.6,992.7,782.2,1243.4,674.6,506.1,530.6,881.7,619.7,843.4,792.5,570.5,786.4,181.1,418.3,800.8,560.9,17.9
"ENSG00000135185",348.8,549.5,540.4,342.9,424.3,485.3,575.4,446.4,682.5,390.7,214.5,517.7,268.2,462,377.5,383.2,397.1,301.3,534.6,358.3,445.2,28.9,327.9,11.9
"ENSG00000260804",558.4,650.9,910.5,698,561.5,573.4,552.1,686.9,853.8,504.9,820.5,1220.6,1201,870.2,666.3,460.8,290.4,718,580.6,511.4,728.9,1354.5,1370.7,43.9
"ENSG00000132182",583.5,819.6,561.8,662.1,689.8,762.6,486,454.1,163.2,308.1,542.9,678.4,148.3,311.8,447.6,679.6,512.8,854.1,178.2,982.5,400.9,482.3,1236.6,7.1
"ENSG00000179163",2498.7,2574.7,2077.7,5046.4,4948.1,2766.5,3031.4,1828.6,2264.2,1976.2,1839.6,1846,1893.6,1822.7,1530.9,2288.9,1934.9,1922.8,2127.2,1780.8,1771.5,2275.4,2620.2,60.5
"ENSG00000054654",899.7,2200.4,3046.1,3110.3,4723.2,5119.6,3388.1,3144.2,1492.7,2090.7,5892,1470.2,4554.6,2857.3,3722.2,5347,3546.4,4388.8,2811.3,4364.7,5007.6,4348.8,6083.3,150.7
"ENSG00000100065",2720.2,1969.3,2944.8,2359.5,1671.4,1626.7,2938.15,1869.4,2312.15,2130.05,2099.85,2823.3,2638.4,2423.1,1812.5,2320.75,2724.85,1956.05,1615.4,2994.3,3012.65,2580.4,2051.7,59.8
"ENSG00000082074",252.8,190.1,241.6,37,85.6,158.2,200.2,19.3,115.6,196.6,140.2,18.7,66.7,159.2,18.2,113.4,165.5,201.2,169.1,264.3,141.9,220,160.2,1.9
"ENSG00000083812",539.7,142.7,679.4,629.7,297.3,445.6,483.1,807.5,653,563.3,285.8,525.2,551.1,467.7,553.1,574.1,468.4,181.3,439.6,300.5,667.5,625.2,263.6,19.7
"ENSG00000124214",1665,1740.9,2509.8,3596.7,4153.3,3040.6,2887.4,3769.8,3713.2,3257.1,2158.7,2689,2889.1,2690.3,2862.9,3827.9,3327.4,2721,2513.9,2214.8,2756,2669.8,2431.6,56.8
"ENSG00000011260",937.5,773.3,936,971.9,1324.6,963,642.3,957.5,882.2,1277.8,615.3,1086.2,704.9,1438.7,715,616.9,1519.6,819.5,1452.6,940.3,902,974.8,872.4,22.3
"ENSG00000084444",47.5,327.1,279.1,258.9,195.7,209.5,64.3,242.4,192.9,252.4,216.7,138.1,59,220.9,227,140.3,329.9,213.3,146.4,168.9,232.6,120.8,47.5,5
"ENSG00000141644",446.9,457,309.7,489.3,397.8,356.3,343.8,524.6,527.2,383.3,638.7,447.7,398.8,579.4,570.3,455.8,641.6,556.9,271.7,194.4,444.8,541.3,368.9,13.8
"ENSG00000155506",2665.2,2515.5,2379.3,2356.9,2770,2579.1,2295.9,3451.4,2820.1,2918,4002.5,2535.6,2563.7,2368,1926.6,1706.7,3030.6,3517.5,2229,3758.6,2543.7,3499,4315.1,64.9
"ENSG00000159658",3984.4,4330.7,5285,5823.6,7437,5061.8,3959.6,6149.1,5784.2,7394.4,6026.1,5956.9,4116.7,5443.2,5531.6,4488.5,4358.1,3320.9,5248.7,4553.5,5105.2,5069.7,4909.4,129.8
"ENSG00000162337",987.1,1401.2,441.5,718,659.9,726.7,826.5,672.1,670.6,225.2,841.4,506.7,633.4,647,963.3,732.6,1154.3,818.5,806.7,728,778.6,656.3,615,21.5
"ENSG00000143543",11539.95,9168.25,11255.05,12429.7,18417.65,13594.9,11780.2,12257.85,11210.35,11681.1,14852.25,9552.85,16761.2,13158.75,10326.75,16684.15,16300,20888.9,15576.05,12207.7,20491.85,15496.6,9211.55,343.15
"ENSG00000101746",88.6,172.9,65.5,78.4,88.5,111,40,127.1,72.9,26.9,103.1,53.6,335.2,135.1,204.9,120.5,234.6,139.5,113.4,164.3,115.8,47,85.5,5.2
"ENSG00000085872",1783.3,968.2,1429.9,2246.8,2173.3,1705.1,2063.5,2133.9,1935.8,2199.7,1539.3,2090.5,1929.6,2247.8,1553.8,1814.8,2430.4,1784.3,2104.7,1881,2247.6,1889.1,1418.9,22.1
"ENSG00000227051",1151.5,1791,1360.7,2367.8,2212.3,2316,1606.1,3006.9,1385.2,1106.2,1656.2,1141.3,836.9,737,538,348.4,527.2,954.2,748.5,148,621.2,682.5,349.3,28.5
"ENSG00000183479",1233.4,1123.8,1502.8,1244.5,1222.7,1079.5,1274.5,1359,1616.3,1482.6,1099.7,1484.5,698.8,631.1,794,804.4,823.5,697.9,1084.3,853.5,567.3,779.4,965.6,30.3
"ENSG00000180447",4234.1,5006.2,3554,4124.6,5272.7,5280.8,4662.8,3474.45,7308.3,5370.1,3549.95,3709.45,1788.85,4921.35,3560.45,4000.35,2991.05,2124.5,5224.95,2643.9,3650.65,3097.1,1683.3,103.5
"ENSG00000235106",659.1,1662.4,2109.8,600.3,1292,1112.3,903,1040.7,314,734.3,1425.7,637.9,1886.9,815.5,1288.9,1741.4,1313,2475.4,1257.9,972.1,200.3,1694.1,1959.9,51.9
"ENSG00000119820",197.4,297,324.4,139.3,160.7,277.8,218.9,183.5,436.6,283.7,154.2,177,287.7,130.4,330.1,265.6,274.2,242.8,295.3,167,248.6,333.5,451.7,15.9
"ENSG00000105392",919.5,1165.3,1077.4,247.7,237.8,301.5,559.6,429.4,433.3,514.8,354.7,466.2,365.5,517.3,493.2,262.6,648.3,555.9,510,369.7,334.3,702.5,274.6,27.9
"ENSG00000162892",115.95,37,17.25,60.95,19.6,18.55,47.75,79.05,29.65,32.9,32.85,78.8,48.6,81.55,26.7,43.9,52.3,123.1,7.85,59.15,69.25,38.7,70.3,4.9
"ENSG00000175602",1918.2,1291.9,1265.4,1118.4,1003.3,1474.8,1500.2,1441.6,2156.7,1293.3,1168.8,2299.3,2201.1,787.9,993,1117.4,1430.2,734.8,345.2,1544.4,954.2,1037,1708.6,26
"ENSG00000117000",452,385.2,612.3,687.6,543.6,463.3,380.9,395.1,486.3,745.2,430.3,892.4,366.8,836.9,657.9,664.4,559.8,268.7,534.6,445.6,428.2,542.2,601.6,22.4
"ENSG00000141127",307.2,531.5,365.5,454.9,475.1,468.4,297.9,497.6,360.7,423.6,257.9,378.6,286.6,426.3,366,334.8,282.1,519.1,333.8,275.1,275.2,497.1,464.2,6.3
"ENSG00000128708",532.6,1125.7,866.2,963,1132.3,995.2,661.4,1691.9,695.5,1406.7,1112.2,1020.1,1116.8,1254.2,1514.3,1489.3,2049.3,1615,1885.2,644.5,1024.7,1162.2,1618.1,40.9
"ENSG00000107731",2006.9,1999.2,1967.1,1800.5,1230,1378.5,2364.4,1937.7,1595.7,1349.4,1484.2,1954,2452.5,1841.3,2676.2,1398.8,1439.4,1231.5,1496.9,1647.3,1988.5,1909,1721.4,60.2
"ENSG00000158201",116.2,12.4,46.9,81,30.9,67.8,77.9,35.5,8.1,43,121.5,120.9,6.2,110.2,75.4,81.5,36.6,91.5,62.8,12.1,19.8,105.3,119.5,3
"ENSG00000148985",1350.7,862,833.6,799.1,417.1,954.8,975.6,416.6,240.9,880.1,1079.7,788.5,767.8,585.7,760.2,757.3,686.3,637.2,859.7,622.2,769.6,557.7,961.9,37.9
"ENSG00000111962",405.7,334.2,387.2,326.2,336.9,286.6,641.2,313.2,633.8,453.9,313.6,420,202.4,435.7,365.2,466.3,480.3,184.7,402.1,307.5,457.8,554.3,211,6.9
"ENSG00000151287",424.8,532.5,479.8,464.3,289.6,336.3,400.1,541.6,411.1,424.5,417.5,361.9,227,677,665.1,854.9,459.1,429.4,714,333.8,284.4,516.6,667.6,8
"ENSG00000188976",246.4,685.5,724.1,170.8,144.4,428,1342.4,157.9,362.2,221.2,792.7,816.8,431.5,725.6,267.1,712.3,1543.1,694.8,808.8,1121.6,305,894.2,457.3,5.8
"ENSG00000184672",129.5,276,418.1,361.7,209.6,237.5,102.5,291.6,340.4,292.4,253.3,285.3,252.9,381.5,256.8,229.4,251.4,376.4,73,69.3,306.1,531.1,337.6,4.7
"ENSG00000138101",381.9,559.7,465.7,157.4,139.9,604.4,211.2,1022.4,325,186.4,378.4,225.1,394.6,259.6,640.3,194.9,253.1,729.3,211.5,629.7,644.6,266.3,631.2,11.5
"ENSG00000157613",2449.4,2689.6,3129.8,2558.4,1650.5,1593.7,1872,2037.2,523.8,1851.3,2495,2493.4,2407.7,3299.2,1169.2,1742.8,4568.2,2001.5,1949.8,2686,2489.4,946.8,1490.5,65.9
"ENSG00000100029",1677.4,969.2,1495.1,1589.2,1373.3,1084.5,1460.7,1841.6,2091.7,1934.7,1184,2114.1,1234,1694.4,1091.4,1424.3,2219.2,1307.2,743.8,2352.2,1172.2,1303.8,1042.5,57.9
"ENSG00000162493",3554.4,2239.6,1723.35,2498.4,2473.15,3205.05,2475.65,3124.05,2110.85,1998.25,2290.65,2272.05,2140.55,1426.4,2178.9,1807.75,2140,2237.1,1304.1,1934.8,2065.9,3071,1399.2,90.9
"ENSG00000105928",441.7,241,372.3,538.9,546,489.9,209.6,808.1,622.6,758,412,448.1,322.5,227.2,287.4,348.2,289,329.9,295.6,283.1,240.9,352.3,334.4,30.2
"ENSG00000159784",109.3,237.1,142.4,87.8,92,45.3,182.8,58.5,181.9,85.1,112.5,137.1,197,72.9,93.5,128,117,255,70.3,64.4,363.1,186.2,263.8,6.6
"ENSG00000148773",246.35,270.05,279.85,291.85,186.05,139,190.35,234.35,189.25,212.4,136.6,392.5,276,213.7,204.75,168,210.35,202.1,33.25,159.3,235.75,493.35,272.3,14.05
"ENSG00000185231",2481.3,2356.5,2062.4,1997.6,988.4,1736.3,3610,1301.4,2078.3,1920.9,1254.2,3110.1,2839,2430.3,1700,1785.1,2711.5,2145.7,2275.4,2815.7,3577,1907.8,1736.9,69.5
"ENSG00000047410",2616.7,2924.7,2622.4,1908.5,2065.1,2357.7,3463,3115.6,2482.1,1871,2515.4,2232.4,3241.7,3525.8,3310.2,3082.8,3864.5,2969.1,3591.4,3198.1,2492.6,1887.2,2790.4,100.4
"ENSG00000182944",840.1,490,265.9,194.6,329.2,507.1,555.5,672.4,532.1,270,595.5,506.1,427.2,825.1,857.2,1170,1058,614.8,1217.7,1188,145.6,352.9,1104,21.3
"ENSG00000165949",10328.7,2472,3808,2436.4,1481.7,3321.1,3785.5,3282.2,4086.4,4039.3,3805.5,1704.7,3020.3,7410.7,2573.1,3017.7,7080.6,3315.6,7671.2,10266.2,4887.1,2526.7,3172.5,82.1
"ENSG00000198805",701.2,565.9,364,477.4,754.1,803.6,664,744.3,930.3,1229.3,571.4,362.3,484.4,458.5,307.9,483.8,438.7,532.5,607.4,601.7,538.8,601.4,448,4.3
"ENSG00000169245",259.3,263.3,37.2,18.8,76.4,220.3,771.3,22.1,48.3,86.4,214.5,106.7,114.3,104.6,23.4,136.1,73,10,91.1,287.8,122.2,24.3,225.2,4.7
"ENSG00000189060",800.5,686.05,259.6,265.9,285.2,910,936.35,548.75,301.35,209.9,729.05,412.25,1642.85,303.5,455.25,2546.25,994.85,1486.2,264.85,771.4,632.9,545.45,817.65,19.5
"ENSG00000113525",311.8,770.3,70.4,241.4,208.3,257.1,49.9,367.7,541.4,243.1,282.9,300,167.7,231.1,310.6,83.2,215.1,302.9,178.8,190.4,421.8,430.5,434.8,17.8
"ENSG00000149968",20.4,218.2,234.7,29.3,75.1,65,182,20.8,18.6,12.7,18.9,155,36.7,133.2,44.9,60.3,133.6,81.6,49.4,21.1,195.6,89.9,107,6
"ENSG00000072062",205.1,227.8,240.3,272.7,182.8,153,321.1,190.1,221.8,475.4,171.7,374.1,505.8,248.6,219.9,1168.1,287.1,321.5,192.3,345.4,207.3,253.8,301.8,11.3
"ENSG00000128342",1078.7,1601.3,1542,876.8,761.4,959.7,1245.1,1315.5,466,501.3,636.1,1808.4,1485.5,948.8,1137.2,1002.1,1496,1521.4,1258,1334.6,1480.6,643.7,2000.7,68.9
"ENSG00000166598",1566.2,1682.7,1546.9,1774.4,1311.8,2294.7,2285,2138.9,1881.6,2120.7,1174.4,2262.7,1089.1,1382.6,1365.2,1291.4,1233.5,1316.6,1915.8,1033.7,1334.7,1384.1,943.2,51.9
"ENSG00000167034",133.1,79.1,130,372.6,271.1,97.5,475.9,86.1,252.2,377.3,140,96.8,124.7,180.3,528.6,62.3,365.2,199.7,218.5,365.8,186.1,136.2,519.8,3.2
"ENSG00000133895",1543.1,1223.6,1243.9,898.9,749.7,915.1,1049.1,1139.6,1045.6,1067.9,795,1440.2,1300.7,861.9,950.2,998.1,1279.6,1480.5,864.6,1395.1,1343,1181.8,1136.9,24.9
"ENSG00000068079",1472.6,416.25,831.6,771.8,515.6,604.35,575.3,592.5,1061.35,897.1,537.95,611,185.1,854.55,337.3,277.2,419.4,401.55,715.25,967.1,774.9,188.9,513.95,9.25
"ENSG00000172977",206.4,159.8,130.3,81.5,218.7,407.5,263,92,132.8,73.3,470.3,187.6,585.4,138.7,153.2,628.6,161.8,696.6,324.2,547.2,95.9,146.1,225.2,8.3
"ENSG00000134996",568.8,123,744.5,40.2,258.8,447.7,330.3,88.7,593.2,454.3,339.8,364.7,252,389.3,153.1,330.3,150.9,226.3,313.3,77.3,240.6,287.3,113.5,12.2
"ENSG00000108947",1071.8,119.9,279.8,701.1,618.9,74.2,690.6,102.7,379.6,645.1,439.4,623.9,273.8,620.6,463.2,640.7,595.6,463.7,284.9,714.2,599.6,727.4,82,12.6
"ENSG00000138028",48.8,102.1,55.7,68.8,126.6,204.5,70.6,258.3,433.3,72.3,139.6,356.6,102.1,279.6,107.3,115.5,42.9,302.2,219.2,52.3,120.5,61,71.2,2.6
"ENSG00000153933",52.8,147.1,6.5,59.3,7.7,11.9,59.2,45,34.6,22.8,65.5,25.4,19.8,9.5,191.6,78.4,19.2,11.2,3.9,15.9,64.9,55.2,24.9,2.8
"ENSG00000153071",4913.8,2800,5045.6,4529.9,4875.5,5575.2,4795.8,4444.6,6120.4,11629.4,4471.8,5145.6,1480.4,2090.5,1195,2412.6,1308,1614.7,2205.8,1119.2,2766.1,1158.7,1039.6,76.6
"ENSG00000139549",419.4,591.5,101.7,395.1,462.8,344.7,736.5,308.4,517.3,435.7,336.7,540.4,511,462.3,814.3,331.2,444.5,488.2,693,389.6,553.4,610.7,543.5,12.7
"ENSG00000132906",750,597.3,687.95,798.25,884.7,634.55,954.95,871.8,604.3,513.55,1002.7,581.45,733.05,495.1,576.05,689.7,466.85,623.2,490.05,587.35,434.7,546.9,409.85,15.15
"ENSG00000132781",1090.4,920.3,754.65,1265.9,781.55,740.15,1158.95,1104.85,1252.25,762.75,594.95,1009.7,966.4,725.95,934,742.7,1308.15,1099,610.9,722.1,917.85,1228.65,877.55,26.3
"ENSG00000144724",144.95,214.35,168.5,224.75,208.65,149.8,310.1,253.85,282.85,208.85,252.95,188.65,295.9,296.95,207.55,301.7,262.9,178.75,311.55,136.25,104,200.1,280.25,10.7
"ENSG00000169194",286.4,420.8,345.5,434.8,30.1,111.7,544.5,265.9,200.6,221.6,156.5,410.6,372.8,72.5,589.7,272.4,83.4,135.6,106.1,505.8,495.3,178.3,173.6,15.7
"ENSG00000137070",1588.9,1377.4,1741.2,1066.8,1608.8,1569.7,2034.3,1619.3,2093.7,1625,1304.6,1422.1,1102.5,1076.1,1051.7,1106.9,916,1302,852.2,1192,1011.8,1237.1,1097,42.1
"ENSG00000188603",2649.5,1822.5,2064.1,1166,1131.2,1711.7,2421,1733.1,2032.5,1230,1859.3,1881.6,2400.7,1413.2,1247.6,1718.9,2465.1,1701.2,1330,2398.1,1837.5,1370.9,1651.3,38.8
"ENSG00000002822",303.5,205.9,184.1,93.7,263.7,534.1,554.4,302.2,195.5,172.3,458.6,206.5,440.8,132.9,335.1,245.6,201.1,624.2,447,740.1,108.6,179.5,203.4,12.2
"ENSG00000134716",3491,2308.7,2117.95,5121.3,3940.2,2698.95,2312.9,6659.15,2306.9,1788.6,2912.5,2727.5,1369.75,855.75,1465.05,1138.7,405.35,1610.5,1009.1,1857.5,1653.65,1350.85,1543.55,67.65
"ENSG00000105991",25.3,19.5,19.7,14.2,83.2,46.6,136.1,181.9,16.7,29.3,127.2,21.7,51.7,229.1,54.9,19.4,24,27.1,13.5,168.4,31.1,25.3,21.5,8.5
"ENSG00000105401",7352.1,3392.8,3705.3,2442,2452.9,2447.4,8331.5,4323.8,4852.5,3870.6,7658.2,5367.7,8787.7,3261.9,2672.6,6950.4,3354.1,6421.6,3265,9955.7,5692.5,5448.3,5593.3,209.8
"ENSG00000109381",1506.6,2470.2,2384.7,2985.7,2343.1,2228.9,2075.9,1660.8,2619,2573.6,2660.4,2128.7,2214.3,3030.2,4197.2,2794.3,1274.3,4024.8,3728.7,2513.9,3409.9,2461.7,1864.7,76
"ENSG00000213246",2245.8,2131.2,1912.9,1658.3,1858.7,1979,2138.9,2532.2,1142,1118.4,2389.7,1991.7,3402.6,1610.9,2903.2,2667.9,2644.3,2444.6,1865.2,3254.2,2693.2,2495.4,2640,95.2
"ENSG00000230701",1681.3,1297.7,1609.7,380.2,774.9,702.3,1482.9,1099.6,650.5,458.8,1746.6,1586.8,2942.5,623.2,536.3,1687.3,1890,1942.4,545.9,2393.6,1188.2,366,487.6,67.8
"ENSG00000131408",2437.7,2038.8,1234,1234.25,1402.8,1674.35,1967.4,2539.2,1975,1449.3,2232.7,2058.85,3443.15,2121,1483.5,2450.95,3808,2286.45,2121.15,3649.7,2052,2416.5,2222.65,63.7
"ENSG00000139625",1178.3,1127.1,409.9,814.7,843.6,750.2,752.2,696.9,780.7,1179.2,1346.5,699,1062.2,1402.5,145.7,361.3,667.4,509.4,681.4,593.1,710.8,707.2,796.1,35
