"","DMD_1_H","DMD_2_H","DMD_3_H","DMD_4_H","DMD_5_H","DMD_6_H","DMD_7_H","DMD_8_H","DMD_9_H","DMD_10_H","DMD_11_H","DMD_12_H","NOR_1_H","NOR_2_H","NOR_3_H","NOR_4_H","NOR_5_H","NOR_6_H","NOR_7_H","NOR_8_H","NOR_9_H","NOR_10_H","NOR_11_H","NOR_12_H"
"ENSG00000102882",4203.5,2255,1786.8,3509.8,2582.1,1692.5,2656.2,2582.3,4003.7,2567.8,2256.2,2412.1,2886.6,2519.2,1909.6,2401.2,3007.6,3173,2488.3,3569.4,2357.1,2406.4,2594.3,94
"ENSG00000066056",2133.1,1082.3,538.4,574.7,549.6,1419.9,1812,701.6,1638.5,1551.8,834.2,903,969.1,957.5,1221.1,1403.2,995.5,1040.6,1058.8,2276.3,1722.2,735.9,492.1,12.5
"ENSG00000165841",403.85,899.35,1280.3,756.6,514.2,650.05,705,338.3,817.95,1244.85,746.05,814.15,1135.3,867.1,555.7,797.3,1051.3,945.2,369.75,495.85,153.1,1089.75,846.7,34.4
"ENSG00000160683",468.2,190.6,369,206.8,131,130,212.6,286.9,256.7,239.3,498.2,291.4,220.7,144.3,228.6,359.2,226.6,529.1,392.9,231.4,385.2,194.5,605.4,8.5
"ENSG00000120129",3819.5,3857.2,1188.6,730.3,934.2,2972,5615.9,1701.6,5621.8,2238.8,1859,1265,8288.3,6941.6,2033.3,5658.1,6127.1,3502.2,5699.6,6436.3,2070.7,2446.5,3615.7,272.3
"ENSG00000166670",19.4,18.3,63.3,28,16.1,15.6,36.4,55,29.6,35.8,139.6,47.5,24.4,40.7,19,44.8,24.2,15.7,35.2,226.2,43.8,39.4,27.5,1
"ENSG00000137332",2519.5,3139.1,2955.3,4247.15,3102.7,3176.8,2314.05,3776.7,4941.2,3779.15,2810.4,3599.6,2724.45,1866.4,1429.8,1801.5,3014.05,2785.1,2050.05,3133.45,2389.55,2764.3,2996.75,53.9
"ENSG00000055332",3369.2,4405.1,2303.8,8142.85,1606.35,1653.75,3477.5,1939.55,3012.95,1762,1594.2,2009.75,3168.85,2507.85,4090.95,1547.65,1920.2,2215.05,4093,4196.7,2709.45,3036,3258.1,115.6
"ENSG00000169567",12331.2,15111.5,12115.1,14052.4,13624.5,16856.9,16048.7,21626,9276.5,9772.6,14707.7,13500.5,12958.7,13447.8,20963.9,14363.5,9826,18182.5,13757.2,16170.6,17459.1,15102,15816,431.4
"ENSG00000100949",1758.5,1276.25,1262.6,1445.15,1581.15,1134.75,2251.95,1709.65,973.9,1007.55,1433.9,1142.55,2057.1,1228.75,1119.4,1363.1,1555.5,1616.85,1280.7,1954.2,2094.1,1458.55,1083.15,34.75
"ENSG00000185386",663,556.05,287.8,551.95,202.15,446.1,910.1,765.7,772.3,679.7,763.05,427.9,648.8,710.7,464.55,374.2,618.35,371.35,354.4,577.1,210.35,196.45,643.6,15.95
"ENSG00000108953",2570.5,1927.9,598.4,1893,1951,1117.8,2806.6,1974,2117.3,1049.5,1287.9,2630.3,1503,748.1,2179.3,959,1343.8,1477.8,831.9,2396.8,609.7,1160.9,2056.9,30.8
"ENSG00000114166",397.5,466.3,109.7,39.4,536.7,397.1,742.8,425.3,295.1,192,470.5,52.2,1230.6,283.6,200.8,741.1,382.1,443.7,478.3,541.8,577.1,515.4,601.2,15.3
"ENSG00000113658",119.2,178.1,207.1,73.1,148.2,69,123.9,125.9,220.7,141.6,225.5,95.6,447.2,214.6,194.7,448.9,191.2,260.9,246.9,115.6,142.5,255.7,354.4,16.1
"ENSG00000140521",2616.8,3001.3,3043.5,2125.2,1839.4,2523.1,2362.6,2532.2,2549.6,2674.6,2848.8,2345.9,3017.3,1898.2,2436.5,3041.5,2843.5,2526,2450.9,2753,2859,3005.2,2054.2,98.2
"ENSG00000106683",284,318.6,158.8,339.2,164.3,236.9,168.4,273.3,232,82.5,171.9,174.8,143.1,125.3,454.2,144.1,117.9,236.7,154.5,149.6,107.3,131.9,168.9,17
"ENSG00000123496",128.2,183.3,61.7,153.9,18.6,196.4,69.3,260.6,179.8,30.1,47.7,171.5,158.4,31.5,244.2,243.9,160.6,251.2,122,56.6,112.6,131.6,245.8,13.2
"ENSG00000116062",439.75,307.85,676.2,752.45,632,447.2,371.55,615.45,617.2,1076.85,565.05,596.35,422.3,684.85,662.75,471.9,389.9,344.1,732.5,335.9,443.4,573.3,933,19.35
"ENSG00000169884",613,726.4,871.55,653,421.95,506.75,380.35,379,587.5,719.55,595,664.65,995.65,665.7,457.4,580.1,832.85,579.55,422,572.6,283.05,835.35,668.8,35.35
"ENSG00000010219",782.4,1238.9,840.1,694,695.5,883.5,492.2,851.3,821.5,428.8,797.6,367.9,792.4,499.9,980.1,629.4,953.9,1568.2,989.8,706.1,906.9,811.4,1364.6,29.7
"ENSG00000185043",2723,1942.8,1960.4,1646.8,1392,1795.5,1962.7,2075.7,2225.6,1525.1,1482.1,1946.5,2349.6,1928.6,1357.9,1606.3,1926.5,2232.2,1406.6,1928.6,1513.9,2047.1,1903.9,74.8
"ENSG00000111537",210.3,178.3,73.2,129,47.8,79.3,182.1,172.8,244.9,41.8,128.1,365.6,157.9,148.1,181.5,122,113.8,263.9,32.7,74.1,56.7,43.6,201.4,9
"ENSG00000214042",248.5,332.7,117.1,95.9,18.4,160.8,134.9,177.8,203.7,102,52,334.4,356.8,278.2,194.5,270.5,286.3,195.4,133.3,281.6,245.4,284.3,191.2,14.2
"ENSG00000130427",214.4,141.3,125.8,101.2,72.3,72.4,131.1,143.8,171.2,142.2,67.5,179,128.6,122.8,141.1,66.4,94.6,161.6,102.7,90.9,161.8,94.4,114.1,4.2
"ENSG00000140465",172.2,348,157.3,262.2,157.8,341,253.2,90.9,242.7,364.9,397.7,248.9,453.9,183.3,121.4,206.5,228.1,140.9,181.8,271.8,223.8,181.7,318.4,30.7
"ENSG00000204248",480.6,277,474.9,229.5,527.4,538,345.3,940.3,867.2,366.5,636.8,433.2,935.4,377.3,243.5,959.4,895.4,1089.5,754.4,1127.9,376.8,463.7,851.6,12.2
"ENSG00000177302",420.95,338.15,470.2,854.65,497.25,234.65,618.05,657.35,736.65,315.2,690.5,350.4,580.35,400.6,644.15,352.8,720.8,401.2,325,617.65,512.55,523.5,682.85,11.6
"ENSG00000074966",240,79.3,228.6,43.7,48.4,149,219.7,211,72.4,159.2,125.8,97.9,43.6,181.5,117.9,95.9,115.2,37.9,123,76.4,79.2,23.6,47.4,8
"ENSG00000110422",519.75,478.25,411.05,133.35,330.15,474.95,611.95,394,310.25,311.85,383.1,373.15,1803.7,706.95,742,2398.65,1286,718.95,616.05,656.1,432.7,605.95,1049,35.85
"ENSG00000198900",1404.5,1289.3,1828.7,1367.1,2387.6,1720.6,1613.8,1509.2,1300.8,1729.3,1464.2,1300.1,1082.7,925.7,927.2,1412.1,1312.5,899.3,985.3,1046.8,1551.8,1701.1,1025.9,58.1
"ENSG00000096063",298.9,419.3,703.7,622.2,674.3,409,261,595.6,635.7,599.4,195.2,534.9,658.1,455.1,476.3,685.9,910.5,420.7,1107.7,295.4,558.8,858,468.1,24.5
"ENSG00000180871",635.7,157.1,153.4,412.1,54.4,439.5,338,256.3,327.7,102.4,571.7,648.4,183.9,118.6,677.3,245.7,124.1,340,118.4,223.8,383.5,135,126.3,5.1
"ENSG00000100234",2321.9,1198.95,1331.7,927.8,999.6,1337.55,2159.95,1065.75,1482.1,1156.8,1709.9,1058,3046.95,1675.15,757.75,3048.45,2371.1,1238,2191.75,1598.35,1525.55,1254.25,2114.45,106.4
"ENSG00000164136",271.8,481.2,365.05,456.05,523.85,498.65,308.05,319.3,325.35,455.8,513.75,276.65,507.95,649.05,523.8,347,508.7,402.1,669.8,522.1,506.25,646.5,463.15,14.3
"ENSG00000055609",64.5,240.4,32.1,307.5,44.6,174.8,49.7,33.9,204.3,20.3,28.4,47.3,55.7,34.3,38.3,109.3,42.8,33,226.7,65.1,43.8,58,59.7,3.1
"ENSG00000027697",2346.6,2242.5,2075.6,1322.8,1441.4,2333.2,1329.1,1517.3,1725.2,1828.7,1359.3,1190.7,1608.8,3540.5,1742.1,1977.3,3103.5,1161.8,2256.5,1172.2,1796.4,1397.1,1428.9,43.8
"ENSG00000100644",828.1,502.8,933.6,671.4,1331.2,823.7,611.9,778.2,824.6,3657.9,812,923.1,434.4,615.2,658.2,436.8,529.6,585.1,580.3,275.8,594.1,399.7,549.2,17.8
"ENSG00000113296",12692.2,6722.9,5001,3519.1,9927.9,13985.9,4379.5,24903.5,51398.9,22781.4,4352.6,6119.6,1876.2,1535.8,1321,2420.7,951.5,2091.8,1481.4,3625.2,2171,2504.6,1454,145.3
"ENSG00000138443",247.15,286.45,152.5,98.2,202.75,244.2,246.45,327.85,151.7,114.7,257.3,202.8,317.75,185.4,212.35,284.45,225.8,156.15,222.4,96.35,117.4,63.65,224.9,2.85
"ENSG00000184349",649.85,864.75,825.15,865.8,531.7,770.6,825.9,677.75,1011.65,833.1,721.25,862,666.8,641.2,662.7,639.85,874.6,660,532.9,695.9,692.25,846.25,628.05,7.9
"ENSG00000118849",140,82,65.95,82.2,16,105.7,26.5,104.85,243.65,138.55,45.25,57.9,120.15,39.7,150.6,189.25,233.5,97.85,44.45,119,24.55,130.15,171.8,1.3
"ENSG00000002016",115.8,66.4,163.6,225.7,170.5,253.8,94.4,384.3,149.1,167.6,57.5,103.4,186.5,78.6,219,283.9,232.3,127.5,100.3,122,123.2,131.9,103.5,4.7
"ENSG00000133740",241.3,241,229.1,201.8,308.1,282.2,315.2,326.3,217.9,365.7,347.2,283.6,404.5,338.3,230,132.1,318.4,289.7,233.2,141.7,378.2,371.4,95.3,8.4
"ENSG00000173039",2397.85,2535.85,2240.85,2686.4,3045.9,2592.4,2663,2738.85,2711.8,2884.1,2607.05,2695.55,1120.2,3058.9,2132.05,2819.7,4431.6,3133.75,2918.4,2939.4,3030.65,2612.15,2670.5,65.8
"ENSG00000152778",784.4,344.3,674.2,808.8,560.1,669.7,428.9,567.6,769.3,881.4,452.7,419.2,521.4,1097,374.5,491.4,739.9,527.3,665,671.5,544.4,487.5,376,15.4
"ENSG00000173531",692.5,490,363.4,512.8,229.5,464.8,557.1,571.1,428,528.2,618.6,440.1,544.8,378.6,453.5,353.3,251.1,629.4,345.4,389.3,475.9,292.8,417,16.4
"ENSG00000143171",420.05,631.2,629.35,370.2,471.45,400.55,762.8,333.9,723.7,587.15,810.2,543.9,2851.75,1422.8,1411.55,1213.85,1598.8,1204.4,1439.3,1719.35,1581.15,1340.3,774.3,61.15
"ENSG00000184271",574.4,540.75,672.35,620.3,350.8,515.7,647.1,472.1,733,613.3,469.35,603.4,676.1,526.5,498.4,350.4,668.9,317.15,443.35,314.7,356.15,496.7,852,13.5
"ENSG00000120215",185.6,165.4,354.8,250.4,148.1,122.7,438.6,62.8,147.1,138.4,44.3,271.9,167.8,116.9,361.5,344.1,339.8,55.5,237.1,200.5,354.3,232.3,269.9,5.6
"ENSG00000221869",8315.9,8511,4377.7,4440.4,5249.9,5596,6488.3,3312.5,10244.7,9715.3,2326.7,3051.4,7330.5,20751.3,4507.2,8636.4,16472.9,5255.8,21004.9,8135.7,7364.2,4486.8,2533.4,67.6
"ENSG00000049541",377.5,439.8,350.7,293.7,241,653.8,581.7,369.7,174.4,258.3,547.9,339.3,605.1,589.9,565.6,567.5,717.1,506.1,573.2,518.6,291.1,478.7,465.1,17.8
"ENSG00000163918",384.05,596.4,543.35,653.85,567.3,683.1,596.5,622,537.8,416,504.85,470.05,348.9,678.3,519.85,440.5,516.15,493.5,618.05,466.5,532.3,456.05,464.3,14.55
"ENSG00000172349",142.85,283.25,282.8,275.15,235.65,167.9,268.55,309.05,346.75,188.7,341.5,216.65,310.6,354.3,130.8,185.05,299.95,235.6,98.75,122.8,211.95,231.45,79.2,10.45
"ENSG00000143320",682.8,144.8,391.65,541.65,779.25,783.95,645.35,818.95,876,960.55,472.35,1111.9,673.2,579.5,380.25,220.2,364.5,369.55,632,414.55,321.45,306.65,747.3,23.45
"ENSG00000132970",457.4,755.1,1023.7,920.3,990,663.1,999.8,881.7,1206,1788.8,693.8,561.6,1324.7,917.9,904.5,911.8,1053.5,1144.4,954.9,499.5,881.4,1777.7,653.5,32.3
"ENSG00000140538",341,356.7,251,401,300.3,410.2,224.6,171.9,440.9,378.4,287.6,318.4,512,383.5,291.9,400.6,220,208.2,255.7,201.3,293.7,348.8,220.2,12.2
"ENSG00000143257",231.8,180.5,52.1,67.1,34.4,109,149.4,297.5,207.2,41.4,18.7,141.1,177.2,103.5,183.7,94,188.4,36,36.8,26.4,64.8,42,237.8,6.6
"ENSG00000110324",1326.2,188.9,359.2,537.8,712.1,504.8,879,672.4,785.2,652.4,397.8,593.9,172.4,349.6,201.9,223.9,171,182.6,446.6,307.4,174.3,358.2,247.9,13.8
"ENSG00000092445",1027.15,400.35,563.35,740.3,1304.9,798.15,565.85,603.1,1179.65,1532.35,765.65,917.15,226.85,703.7,435.8,671.1,297.6,508.45,578.55,741.35,398.8,312.5,316.8,12.2
"ENSG00000151239",431.3,360.5,308.5,411.4,588.9,384.4,291.7,381.1,482.1,982.2,295.3,489.4,293.6,394.8,298.1,258.9,273.7,328.7,425.1,137.6,216.5,293.8,414.6,11.6
"ENSG00000122025",127,257.5,629.8,269.45,237.4,326.35,186.35,429.8,758.95,251.85,238.7,657.5,219.65,199.5,244.1,207.75,452.75,80.45,103,231.8,247.55,598.4,177.7,5.55
"ENSG00000096996",124.1,811.6,173.6,133.1,74.2,179.6,110.1,186.1,105.3,53.2,187.3,179.2,150.9,103.4,120.1,143.3,105.3,381.4,347.5,539.5,121.6,108.5,238.8,12.1
"ENSG00000090554",465.2,325.2,364.9,198.5,317.9,342.3,520.4,355.2,399.6,293.5,337,292.3,347,629,355.4,476.5,292.3,450.7,407.5,480.7,402.1,274.1,260.5,10
"ENSG00000073756",164.9,45.1,165.3,12.6,4.4,16,29.3,117,304.5,102.8,9.7,36.3,120.3,29.5,12.2,31.6,186.3,33.5,29.6,71.2,15.6,153.9,95.9,2.4
"ENSG00000020633",446,96.6,411.5,90.5,316.9,284.3,98.6,664,150.1,188.2,375.5,361.7,78.9,57.3,87.2,73.6,67.4,182.3,69.6,73.9,405.9,69.4,107.3,1.2
"ENSG00000137947",529.2,402.5,341.5,572.5,392.7,385.9,503.7,434.2,429.1,252,442.1,317.8,386.7,428.1,160.1,495.7,426.8,514.9,692,486.5,627.2,381.9,525.7,16.5
"ENSG00000179348",482.6,220.4,503.6,291.5,330.8,448.1,427.9,758.7,291.1,541.4,460.5,462.9,536.4,794.1,613.9,657.3,917.3,624.7,669.1,509.2,721.8,361,200.7,18.8
"ENSG00000187735",2204.9,2116.1,1735.2,2992.2,2151.1,2201.2,1915.1,1974.3,3320.1,2977.2,1928.6,2870.7,2260.8,2668.1,2694.1,1658.8,2405.5,1386.3,1852.8,2018.7,2571.3,3226.1,2095.3,88.5
"ENSG00000138069",1802.55,2209.15,2745.35,2790.3,3008.2,2834.85,2317.35,1978.6,1629.5,2985.3,2049.5,2121.25,2032.15,1730.1,1887.45,1792.55,2817.35,2182.55,2205.3,998.55,1951.55,2492.55,2194,68.1
"ENSG00000147885",201,153,198.6,268.8,184.3,125.1,311.6,123.9,319.9,13.9,121.3,188.2,72.4,188.2,117.2,128.9,79.1,220.5,136.2,403,269.3,257,327.5,2.6
"ENSG00000166349",13.9,129,18.9,140.9,15.1,9.7,47.8,22.4,39.8,69.3,83,52.1,10.9,12.5,81.9,85.8,262.7,232.4,11.6,174.5,53.5,57,44.8,9.2
"ENSG00000113494",214.95,334.45,257.3,276.2,61.05,68.45,142.95,269.5,170.2,385.85,311.45,103.7,117.35,459.2,164.45,101.75,106.65,97.8,342.8,201.25,166.3,303.95,266.7,8.15
"ENSG00000102128",141,220.7,161.2,194.7,103.2,249.1,205.8,351.5,230.1,136.6,129.6,184.4,189.9,231.9,278.6,164.9,217.3,201.6,200.9,370.2,270.7,307.1,378.7,5.3
"ENSG00000140505",44.4,74.8,43.3,12.8,27.5,56.8,20.9,44.6,35.9,36.4,22.6,63.4,35.8,30.5,29.9,44,24.9,62.6,36.6,62.9,44.3,26,46,1.6
"ENSG00000115758",5210.35,4995.1,4798.3,5210.05,5996.9,6003.7,4272.6,10137.05,5412.3,4275.65,4874.5,4499.25,6401.75,3204.75,2768.95,3672.05,8319.4,3546.2,3725.1,4488.7,3877.25,4770.4,5308.65,273.45
"ENSG00000124181",1219.15,915,1060.8,1126.1,835.95,733.85,1128.45,886.55,1269.8,1314.2,1083.5,1028.35,983.45,766.55,878.9,845.85,531.9,672,861.45,1031.85,894.15,636.55,601.55,33
"ENSG00000185499",327.5,411.1,506,593.6,186.3,477.9,644.4,401.1,426.9,340.2,540,360.2,388.6,280.3,325.1,178.4,278.6,571.3,290.2,272.8,187.1,343.4,197.4,13.7
"ENSG00000143322",110.6,97.1,91.3,48.3,35.9,98.1,223.1,289.2,215,85,207.5,199.3,128.5,99.2,115.6,128.9,49.6,46,233.3,47,57.9,75.5,417.8,6.4
"ENSG00000197943",855.8,947.35,680.8,665.1,665.5,680.7,626,451,863.9,875.7,545.95,658.05,568.3,711.15,806.8,559.95,600.45,290.65,621.8,550.8,506.4,413.3,599.35,22
"ENSG00000100368",359.9,531,361.6,290.7,213.2,268.6,325.9,311.2,347.1,245.6,316.4,305,342.9,328.9,197.1,397.7,216.3,379,256.4,202.3,209,284.4,335.3,7
"ENSG00000187266",977.2,727.5,952.75,1142.1,516.15,660.95,989.85,800.45,896.9,771.85,671.3,563.45,1216.1,992.2,1021.55,744.7,972.25,540.45,570.65,1057.6,1036.8,919.25,690.35,32.3
"ENSG00000176697",27.4,74.55,24.05,34.4,44.85,54.2,108.7,89.65,121.75,42.25,61.2,105.25,112.7,169.65,147.8,116.75,44.55,126.65,66.05,64.35,107.55,113.5,88.05,3.85
"ENSG00000005187",180.8,253.5,395.75,285.6,167.05,165.45,372.25,214.45,208.4,328.7,249.85,231.95,375.75,401.75,294.2,215.85,318.55,299.45,259.75,312.6,314.3,217.4,470.5,8.25
"ENSG00000188191",3744.3,2972.3,2957.3,2551.8,1985.4,2187.8,3583.6,2273,2930.4,2309.7,2350.9,1969.2,3085.6,2747.3,1975.4,2498.3,2903.4,2825.1,1605.1,2472.2,3024,1984.4,2148.8,98.9
"ENSG00000127129",644.1,840,1141.2,633.3,449.3,664.8,456,1644.1,580.6,358.1,607.8,865.7,913.5,747.2,2184.7,450,775.3,740.7,358.1,719.6,581,913.7,778.6,17.8
"ENSG00000137713",431.9,316.1,154.1,116.6,281.7,555.3,364.6,83.7,195.7,305.2,481.8,136.1,268.5,237.8,389.6,777.7,175.4,460.3,381.8,464.3,256.4,336,304.2,23.8
"ENSG00000019991",72.85,43.1,56.85,39.1,66.55,42.7,54.7,40.05,110.95,39.85,30.1,44.8,78,39.05,26.85,32.6,61.3,79.1,76.95,51.3,34.7,55.95,81.15,2.65
"ENSG00000177455",816.4,551.9,462.5,896.9,496.5,663.7,1238.6,377.2,882.8,277.3,723,247.5,922.4,668.8,387.5,445.9,981.7,1098,550.4,497.2,897.5,1072.5,1019.2,27.1
"ENSG00000126353",601.7,621.9,579.5,745,414.5,594.9,700.3,420.5,798.7,485.2,701.3,600.2,890.4,632.6,682.5,499.4,582.7,608.6,535.5,651,730.9,402,260,23.2
"ENSG00000090534",188.85,61.85,114.2,29.4,64.9,140.75,115.55,102.4,251.75,32.3,114.1,121.05,213.3,153.7,102.5,178.75,49.6,123.55,96.3,183.8,195.35,221.9,152.3,3.6
"ENSG00000099984",622.4,827.2,134.5,1493,615.6,973,1367.9,979.6,1241.8,555.9,528.2,749.9,915.7,1436.2,708.2,945.4,493.8,2366.5,1200.7,573.3,184.9,1760.8,314.2,19.2
"ENSG00000136933",1460.8,1005.1,1220.2,1318.6,1622.6,937.9,904.9,1377.3,1063.2,1044.4,1347.5,852.2,999.1,1118.2,1323.8,911.5,1659.4,1563.3,1204.8,1168.4,1375.2,1223.4,1305.5,22.7
"ENSG00000184216",1671.4,1668.6,1179.5,1300.9,1097.3,1477.1,1503.3,2432.2,1634.9,1427.7,1108.8,2176.5,1193.4,983.5,844.4,583.1,1350.1,1641.1,973.6,1169.4,1232.8,1112.5,866.4,37.4
"ENSG00000166313",945.4,802.6,688.8,903.4,444.1,888.2,902.1,878.4,1277.4,915.2,520.6,810.5,1003.1,1056.6,717.8,740.2,1093.8,1527.2,855.8,1296.5,821.8,950.5,868.5,30
"ENSG00000113580",1002.8,1632.2,1536.4,1855.1,1765.4,1433.7,2592.3,1587.5,1959.3,2270.9,1694.5,1803.9,2592.8,2260.9,2439.1,2783.9,2360.3,1676.4,2468.1,2190.1,1561.2,1745.7,1628,60.9
"ENSG00000214274",308.4,423.2,76.6,41.9,89.1,333,211.5,113.4,195.3,113.4,352.2,86.3,99.8,96.5,170,109.4,147.4,85.4,137.2,739.7,112.5,68.6,205.9,3.4
"ENSG00000204388",4720.95,4263.8,2390.3,2054.15,1508.45,2565.55,3263.4,3638.5,4999.65,3546.65,3530.8,4064.65,2970.65,3911.45,2751.7,3351.65,3901.55,2445.55,5583.95,7415.75,2518.7,3326.7,5250.4,139.05
"ENSG00000211772",4392.4,2819.6,1649.1,3172,2601.8,2081.9,3081.4,2650,3243.1,2131.1,2668.3,2007.6,2544.6,2919.3,2486.6,1654.2,2077.7,3446.2,1963,3597.8,3343.6,2159.7,1650.5,89.8
"ENSG00000277734",104.9,494.5,368.5,58.2,57.8,241.4,274.5,353.6,248.8,189.7,284.6,149.5,234.3,319.2,104.3,222,107.8,275.7,335.6,239,265.8,385.1,294.5,14.3
"ENSG00000187608",6247.8,1185.7,3491.75,1304.4,1272.25,1287.2,3186.45,1439.9,1906.15,2609.3,1216.35,1398.55,912.25,4171.35,1007.85,1049.35,2368.55,1329.95,4479.85,4072.6,2386.2,660.85,879.9,46.45
"ENSG00000146904",84.8,117.5,107.4,63.4,41.3,81.7,78.5,88.9,95.4,46.7,73.4,132.8,98,97.8,95.6,100,86,74.1,51.9,355.3,120.7,62.2,119.6,4.4
"ENSG00000197461",944.25,1135.7,1036.2,1381.6,1568.65,1447.55,780.95,1154.35,1502.25,1018.4,1565.75,1241.05,1598.8,1208.4,1161.95,948.25,1481.2,1482.05,1223.5,1536.95,1200.15,1854.55,2698.05,53
"ENSG00000173546",1836.5,673.5,622.7,961.65,797.6,1292.95,1670.35,1918.6,2218.8,1374,1080.3,1100.95,357.1,616.3,234.05,248.25,263.25,548.95,577.7,1419.7,325.55,571.4,572.5,11.95
"ENSG00000211829",616.5,293.6,915.2,495,599.5,437.9,756.4,524.3,780.3,521.2,246.4,468.6,498,595.2,556.5,666.2,257.1,509,638,381.2,756.1,479.2,371.3,21
"ENSG00000149294",1129.1,778.9,157.4,90.7,392.6,990.7,678.7,613.1,221.9,446.1,534.9,365,752.8,683.6,379.8,211.5,181.4,386.5,128.3,333,207.9,142.3,400.1,6
"ENSG00000125845",153.65,115.15,49.55,33.3,25.55,59.7,342.95,52.55,178.6,120.35,155.55,112.8,255.55,95.05,37.95,131.05,121.2,30.45,148.6,45.4,61.2,114.85,71.45,6.1
"ENSG00000125378",601.25,992.95,575.8,690.85,291.65,552.7,717.65,450.6,548.85,529.9,578.05,744.85,577.25,676.05,511.1,343.1,636.3,364.95,771.1,686.65,566.95,424.45,472.05,9.3
"ENSG00000163737",152.7,293.5,95.2,324.9,163.2,1025.4,396.4,128.7,4227.1,211.3,197.7,358.1,238.6,93.7,69.1,59.7,35.5,461.4,403.2,487.3,315,1217.7,271.2,7.8
"ENSG00000158825",47.7,203.4,151.7,347.5,186.7,122.4,205.2,187.9,266.8,125.6,385,257.1,249.2,176.8,75.2,76.1,636.2,112.5,143.4,56.2,350.1,177,785.4,15
"ENSG00000171522",626.15,698,491.35,394.65,269.05,484.5,740.6,472.6,635.85,442.2,492.95,458.85,597.7,501.1,487.6,695.05,580.5,604.95,478.35,537.65,502.85,548.9,529.95,10.1
"ENSG00000117748",4585.7,3529.8,3737.8,2194.6,1852.7,3351.9,3358.4,2977.6,3057.9,1692,2438,2619.9,3969.5,4471.1,3983.3,3416.5,5213.6,3584.5,4124.3,3540.1,4251.3,2988.9,3370.7,85.3
"ENSG00000134202",619.8,943.6,597.6,407.4,848.8,616.2,321.5,915.5,1055.2,932.4,1232.7,697,1260,735.3,659.1,628.1,717.8,1362.8,374.3,401.9,654.6,929.8,621.3,45.3
"ENSG00000104818",1505.05,1369.8,1975.95,1789.75,1551.1,1312.95,2168,1302.85,2037.55,1627.85,2447.85,2244.1,2435.85,1231.7,1540.3,1489.4,1761.6,2452.9,1598.05,2127.7,2113.75,1789.55,1912.95,63.4
"ENSG00000106128",54.7,94.2,188.1,78.1,39.9,56.6,206.2,100.8,122,78.4,43.2,212.7,129.7,61.7,76.7,99.2,74.4,150.2,72.6,81,67.1,58.6,94.9,5.8
"ENSG00000118058",1381.1,1398.2,658.5,694,972.4,1020.8,1128.8,1029,1020.7,621.5,1321.6,558.9,1354.3,868.7,725.2,1298.2,1193.4,966.3,902.4,1611.5,909.3,1078.2,715.8,54.9
"ENSG00000026508",636.7,339.2,477.6,325.4,540.7,852.1,587.9,1294.7,740,608.8,718.8,571,469.4,390.4,196.1,347.4,202.7,279.6,351.1,416.4,202.3,392.4,385.7,11.7
"ENSG00000117676",1608.3,977.4,1278.8,1080.7,1133.7,1124.1,1312.1,798.1,775.5,1175.7,888,555,925.5,499.9,779.4,778.1,302.7,1020.8,220.1,363,796.3,913.3,241.1,40
"ENSG00000163823",1231,736.05,782.9,357.45,685.05,949.25,836.65,360.05,904.15,875,712.05,413.35,372.15,142.85,569.75,512.9,814.7,355.2,152.95,621.75,453.2,785.35,490.2,24
"ENSG00000164900",152.8,69.7,166.9,67.3,61.3,82.9,66.2,74.7,166.8,78.9,106.6,79.3,90.8,114.3,174.4,106.9,71.5,282.7,94.2,148.5,139.9,158,148.8,2.4
"ENSG00000122728",84.6,70.6,38.5,31.4,54.8,110.6,60.6,158.7,165.2,125.5,211.1,19.7,213.8,55.1,41.8,242.1,60.1,169.4,168,39.3,44.8,158.8,62.5,6.8
"ENSG00000169032",1943.65,2964.85,2535.5,2903.85,2721.4,3128.95,2850.65,2601.05,2540.9,2711.3,2599.9,2458.9,3580.45,2948.75,2730.9,4108.5,3326.3,3372.85,3495.75,3496.1,2575.55,3125.75,3027.45,109.45
"ENSG00000126934",7059.3,8010.8,6337.8,3762.7,3785.9,4479.4,5438.2,4770.2,8691.4,3776.4,4332.3,7076.8,5725.9,3868.2,5242.1,4509.1,6854.2,7047.5,4205.9,4861.3,3811.2,5288.3,3737.4,151
"ENSG00000172819",1064.4,1092.3,1035,845.8,922.5,860.1,1091.4,1257,1248,846.2,949.4,1053.5,748.9,1257.6,840,736.4,798,1098.5,788.7,1168.2,602.9,1069.1,1321,43.3
"ENSG00000164778",151.25,244.9,261.9,83.95,98.65,285.35,39.5,161.85,353.45,130.8,268.25,326.8,265.95,187.95,595.6,120.35,244.2,385.4,228.4,292.75,359.25,242.8,405.7,9.5
"ENSG00000061938",4283.95,2654.05,3096,3057.35,2542.4,2668.1,4339.3,2926,3815.7,2789.55,2408.95,3386.9,2968.8,3026.1,3518.4,3251,2912.35,4039.1,3006.2,4934.5,3242.65,3053.25,3940.95,90
"ENSG00000198873",1384,1313,1205.75,1297.65,1979.45,1265.7,1334.6,1475.75,1878.25,1789.05,1502.95,1593.35,1574.6,1796.45,1334.95,1534.75,1371.1,1168.6,1703,1366.35,1447.4,1119.3,1302.9,51.75
